,상호명,label
487,치킨삼파전,0
488,문진옥 숯불바베큐치킨,0
489,오닭꼬치,0
490,노랑통닭,0
491,김종구식맛치킨,0
492,금동이두마리치킨,0
493,오븐에 꾸운 닭,0
494,DK동키치킨,0
495,거북이동네,0
496,곤드레 찜드레,0
497,육회먹은꼬막 반반비빔밥,0
498,국민수육국밥 막국수,0
499,천상대게,0
500,유가솜씨닭갈비,0
501,다솥맛집,0
502,김영화부대찌개,0
503,정성신더큰도시락,0
504,내가찜한닭,0
505,이용민의 유성닭발,0
506,아라쭈꾸미,0
507,통큰곱창,0
508,구조탕찜,0
509,존슨부대찌개,0
510,효모로 만든 찬,0
511,냉면과덮밥사이,0
512,목연식당,0
513,대관령양푼이동태찌개,0
514,따봉시래기,0
515,닭찌,0
516,상도늘보리,0
517,오빠네옛날떡볶이,0
518,더 오맘오맘,0
519,행복유부초밥,0
520,옆집떡볶이,0
521,홍마떡,0
522,빨강떡볶이 메이드 바이 신앤군컴퍼니,0
523,브라더꽈배기,0
524,신선미 미사리우동,0
525,치킨신드롬,0
526,숯양두마리치킨,0
527,상문이두마리숯불양념치킨,0
528,의춘숯불닭갈비,0
529,백년가마솥옛날통닭,0
530,베르네 닭강정,0
531,닭광정,0
532,솥뚜껑바베큐통닭,0
533,치풍당당,0
534,전기구이7호,0
535,오부장치킨,0
536,딸부자꼬마김밥,0
537,킹스꼬마김밥,0
538,구포국수,0
539,1989역전꼬마김밥,0
540,신성당,0
541,선릉역매운떡볶이,0
542,땡큐꼬마김밥,0
543,심퉁즉떡,0
544,욕쟁이할매떡볶이,0
545,신국 떡볶이,0
546,만두차렷,0
547,8군돈까스 떡볶이,0
548,불스떡볶이,0
549,토스트주는떡볶이,0
550,신열떡볶이,0
551,미친곱떡,0
552,135튀김집,0
553,짚탄갈비,0
554,남도복국,0
555,박주억 장수오리,0
556,제이브이엘부대찌개,0
557,돈불식당,0
558,듬박이찌개,0
559,팔각도,0
560,육백더,0
561,미스터오징어,0
562,곤지암 한우 소머리국밥,0
563,전통맛집 할매순대국,0
564,마시온,0
565,조이박꽃도새기,0
566,김치도가,0
567,김태용 명불허전평상집,0
568,하태준의 효자동닭꼬치,0
569,신진성아구찜,0
570,사랑각,0
571,승도리네 곱도리탕,0
572,청춘얼큰이,0
573,제주산방식당,0
574,조순금닭도리탕,0
575,신통큰아구,0
576,마늘은약이다 보쌈 족발,0
577,쪽신치왕 쪽갈비,0
578,88제육,0
579,장모님이떴다,0
580,굿맘할매순대국 양선지해장국,0
581,알마니 칼국수,0
582,샤브마니아,0
583,국제갈비,0
584,안녕  닭,0
585,장원서 닭한마리,0
586,이동진꼬끼오닭개장,0
587,팔도만찬,0
588, 가람갈비,0
589,우된장,0
590,한국계,0
591,5 5닭갈비,0
592,아구좋은날,0
593,콩밭,0
594,육회본가,0
595,팔곡밀면,0
596,바다가 내손아귀,0
597,탕화쿵푸마라탕,0
598,환수림식당,0
599,역대짬뽕,0
600,짬뽕지존,0
601,신마라명가,0
602,이가탕수6,0
603,탕참 탕수육 참 잘하는집,0
604,댓끼리짬뽕,0
605,홍주방,0
606,노사천마라탕,0
607,탕수육주는육군짬뽕,0
608,마시내탕수육짜장,0
609,이비가짬뽕,0
610,마라천향미마라탕,0
612,오리총재,0
613,중경식객,0
614,솔청면옥,0
615,라이스투 미튜,0
616,모던한식당,0
619,중식명장 이송학,0
620,이만구교동짬뽕,0
621,짬뽕타운,0
622,뽕도리신,0
623,신미방마라탕,0
624,간성 ,0
625,상상짬뽕,0
626,마라홀릭,0
628,하오츠마라탕,0
629,마라루,0
630,짬뽕빡쓰,0
631,라사천마라탕,0
632,구구향훠궈,0
633,짬뽕갑,0
634,라쿵푸마라탕,0
636,조선짬뽕,0
637,저스트마라,0
638,용무있습니까,0
639,라공방,0
640,완뽕,0
641,동방불패,0
642,라와,0
643,정쉐프탕수육,0
644,홍리마라탕,0
646,눈물난닭발,0
647,오늘도 한우,0
648,형제닭발 오돌뼈,0
649,설동궁찜닭,0
650,감성쭈꾸미,0
651,혼밥대장,0
652,참숯 삼인조,0
653,봉이밥,0
654,굴담,0
655,대흥구구부대찌개,0
656,죽프렌즈,0
657,조선양평해장국,0
659,삼돌박이,0
660,일호감자탕,0
661,찐곱도리식당,0
662,이박1975,0
663,쭈꾸미본색,0
665,큰손곱도리탕,0
666,서울깍두기,0
667,방가삼대 얼큰한뼈해장국,0
668,팽현숙 최양락의 그 밥에 이 반찬,0
669,니가아는식당,0
670,울엄마 양평해장국,0
671,초밥마켓,0
672,직화삼겹 피그킹,0
673,고기듬뿍 혼밥또시락,0
674,냉철한삼겹,0
675,송화삼계탕 닭갈비,0
676,오색동,0
678,미미관마라탕,0
680,천두호의 미미짬뽕,0
681,마차이짬뽕,0
682,별이빛나는연어육회,0
683,수만돈돈카츠,0
684,겐로쿠우동,0
685,사게네초밥,0
686,카와루라멘,0
687,은행골,0
688,멘타로,0
689,스시한판,0
690,스시마시토,0
691,키토니,0
692,수완초밥생각,0
693,키햐아,0
694,불간짬뽕,0
695,만객가,0
696,신미방 마라탕,0
697,마라집,0
698,천라쿵푸마라탕,0
699,마라킹,0
700,야미마라탕,0
701,사해방탕수육,0
702,마라순코우,0
703,큐큐면관,0
704,라부파마라탕,0
705,8월의 중식,0
706,란콰이펑누들,0
707,소매점양꼬치,0
708,신룽푸마라탕,0
709,호야짬뽕1650,0
710,마라이츠,0
711,열정닭발,0
712,본말감자탕,0
713,아구킹,0
714,내가육회다,0
715,참치닷,0
716,코코로벤또,0
717,미소명가미역,0
718,바른사나이뚝배기,0
719,고기주는 햇쌈불냉면,0
720,낙곱새미장원,0
721,입큰아구알곤이찜,0
722,바베큐덕삼이 화끈한닭발러,0
723,한올면옥,0
724,고기궁전,0
725,땅코참숯구이,0
726,조선밥도둑,0
727,신사부대찌개 품격삼겹살,0
728,고집132,0
729,신이내린족발과보쌈,0
730,8선곱창전골,0
731,줄벼락,0
732,청담설렁탕 순대국,0
733,돈오야,0
734,고기 원칙,0
736,육회먹은연어,0
737,복사랑만두,0
738,마마찜갈비,0
739,김치찌개미화식당,0
740,화목칼국수,0
741,통큰손쭈꾸미마을,0
742,안주일체,0
743,곰작골나주곰탕,0
744,한끼삼계탕,0
745,연경호킹아구해물찜,0
746,한근봉달고깃집,0
747,누룩꽃 피는날,0
748,밥장인돼지찌개,0
749,오리궁뎅이,0
750,김태연국민동태탕 찜,0
751,남노갈비,0
752,꽃게당,0
753,대동집,0
754,불타는꼬꼬발,0
755,달빛에 구운 고등어,0
756,삼훈국민생아구찜,0
757,찌개공방,0
758,삼시네끼,0
759,육회에빠지다,0
760,난바우동,0
761,김이장 짜글이 갈비찜 김치찌개,0
762,아카참치,0
763,하나샤브샤브,0
764,돈카춘,0
765,삼백돈돈가츠,0
766,뭄뭄,0
767,구운초밥집여우상자,0
768,산지해장국,0
769,명태골,0
770,이여곰탕,0
771,배달은 돼지삼형제,0
772,메르밀 진미집,0
773,꼬기냉면,0
774,접시고기,0
775,싸가지고가게,0
776,도회푸드 건강한쌈,0
777,죽을담다,0
778,우리동네 대패집,0
779,동서네낙지,0
780,대천국밥,0
781,홈팝참치,0
782,정희옥스시,0
783,마싰는끼니,0
784,김영훈규카츠,0
785,경양카츠,0
786,배키욘방,0
787,오늘초밥,0
788,바다생협,0
789,신우성돈까스,0
790,히메노라멘,0
791,한입만초밥,0
792,한냐마켓또,0
793,1 s 카츠곳간,0
794,바른초밥,0
795,청렴스시,0
796,스시어왕,0
797,이나타코야끼,0
798,아오리의 행방불명,0
799,누들보쌈배달만족,0
800,미상주먹김밥,0
801,삼초전 삼겹살 ,0
802,봉자막창,0
803,만복한쭈꾸미낙지볶음,0
804,오븐에 빠진 막창,0
805,뚠뚠돼지김치찌개,0
806,등뼈 ,0
807,냅다청양집,0
808,최용석의 뼈큰청진동해장국,0
809,만파식적,0
810,첨단돌솥감자탕,0
811,돼지게티,0
812,황해수육,0
813,명동칼국수샤브샤브,0
814,한뿌리죽,0
815,3일국밥,0
816,문래동냉삼,0
817,마포곱창,0
818,용덕장코다리,0
819,인생대박집쪽갈비,0
820,또와유 명태간장조림,0
821,팔도청국장앤갓솥,0
822,원청담면옥,0
823,아라가야,0
824,펭귄냉면2020,0
825,닭갈비제작소,0
826,울동네꾸이집,0
827,구동원 연탄석쇠구이,0
828,설레족발,0
829,큰바다해물아구찜,0
830,육전국밥,0
831,본가집안동국밥곰탕,0
832,오봉도시락,0
833,앗뜨죽,0
834,소소한아구찜,0
835,강남대패 샤브,0
836,이불덮밥,0
837,바른장인,0
838,제주올레면옥,0
839,마라도 아구찜,0
840,봄설,0
841,낭만쭈꾸미,0
842,푸르맘찬,0
843,맛있는 고기에 솜씨를 더하다,0
844,지환이네왕족발,0
845,경성밥상,0
846,무쇠김치삼겹,0
847,대감댁 왕뼈해장국,0
848,봉이진막창,0
849,김충기꽃삼겹,0
850,심야오뎅,0
851,남바완돈카츠,0
852,만타스시31,0
853,토끼정,0
854,스시카츠,0
855,오레노카츠,0
856,아랑경양회관,0
857,제주쾅쾅돈가스,0
858,고레가참치,0
859,좋은초밥,0
861,스타동,0
862,big eye 우리동네 ,0
863,까르돈스,0
864,히노아지,0
865,스시메이진,0
866,스시스테이션,0
867,돌코롬딱새우,0
868,KOKUMI,0
869,열도분식,0
870,헬로피쉬,0
871,제주와홍돼지,0
872,남기남 부대찌개,0
873,김선하의 닭갈비 궁중누룽지탕,0
874,남다른감자탕,0
875,매취랑,0
876,명동칼국수,0
877,돼지새마을본부,0
878,해운대31cm해물칼국수,0
879,열광집,0
880,최대감찜닭,0
881,넝쿨째오이소박이냉국수,0
882,대가야삼계탕,0
883,전주팔미콩나물국밥,0
884,백곱식당,0
885,진배기 원조할매국밥,0
886,백년손님서서갈비,0
887,월령찜닭,0
888,최정규 팔당 원조 칼제비 보쌈,0
889,안디아모티볼리 ,0
890,돈까스클럽,0
891,홍익돈까스,0
892,빈체로,0
893,파스타제작소 파스타 필라프,0
894,오샐러드,0
895,파스타집이야,0
896,도톰카츠,0
897,초밥대통령,0
898,카츠공방,0
899,스미비부타동,0
900,마마초밥,0
901,면부심 파스타,0
902,낭만장사꾼,0
903,엑시트피자,0
904,신입파스타,0
905,맛찬들왕소금구이,0
906,맨날국수,0
907,두남자찜닭,0
908,땅스부대찌개,0
909,수북국밥,0
910,이우철한방누룽지삼계탕,0
911,집밥연구소,0
912,헬로우낙곱새,0
913,큰돈쪽쪽갈비,0
914,메밀당막국수,0
915,백촌진짜대구막창,0
916,곱더하기,0
917,신인생도리탕,0
918,바로닭발,0
919,바른고기 엘베요타,0
920,돈타작,0
921,진국본가,0
922,착한파스타,0
923,류길상피자,0
924,땡스 치즈 파스타,0
925,아날로그키친,0
926,떡꼬기 스테이크제트,0
927,맨인더키친,0
928,파스타입니다,0
929,파탈리안,0
930,피자플래넷,0
931,멕시칸라이브그릴,0
932,캐나디안랍스터,0
933,그   숲,0
934,진짜파스타,0
935,양목장 1274 2,0
936,정든밤,0
937,샐러드밥,0
938,파스타부오노바,0
939,Today Tong Tong,0
940,그레야마더지,0
941,SLB,0
942,헝그리브라더스,0
943,브럭시,0
944,어나더키친,0
945,빠스타그램,0
946,롱브레드,0
947,파스타크래프트,0
948,뜨돈,0
949,헤비스테이크,0
950,세컨디 포레스트,0
951,수페부엌,0
952,더몰트하우스,0
953,루스트플레이스,0
954,도로시파스타,0
955,선식당,0
956,노량진의 전설 미스사이공,0
957,버거비,0
958,더도이종가집돼지국밥,0
959,소소한쌈,0
960,대한민국 명장이 만든 명장국밥,0
961,족발쌀롱,0
962,삼시세때,0
963,통뼈감자탕,0
964,세꼬시공장,0
965,임창정의모서리족발,0
966,마당쇠껍데기와소금구이,0
967,동두천솥뚜껑삼겹살,0
968,굳세어라 김치찜,0
969,별미지교,0
970,배달삼겹 돼지되지,0
971,대가 곱도리탕,0
972,더조은갈비,0
973,해물솥밥모랑,0
974,호그족발,0
975,호랑이쌀국수,0
976,포 시애틀,0
977,번패티번,0
978,보스턴 샐러드 하우스,0
979,사이공본가,0
980,포레스트 오늘  숲,0
981,아시안상회 논라,0
982,수룹타코,0
983,영칼로리 쌀국수,0
984,다복향 마라탕,0
985,멕시칸요녀석,0
986,타코박스,0
987,잇와플,0
988,어찬바다해물찜,0
989,미스터쭝,0
990,귀락국밥,0
991,청진동해장국,0
992,족발이 땡기는 날,0
993,콩뼈숯뼈 감자탕,0
994,쏘주에삼겹살208 ,0
995,요달의찜닭,0
996,1인삼겹 오빠삼,0
997,크라운닭발,0
998,춘향이가 만든전,0
999,제주생선구이 올래밥상,0
1000,모던불닭,0
1001,대독장,0
1002,장가네 일품순두부,0
1003,손큰국밥,0
1004,길세이로무시,0
1005,오태호 팔공산돌곱창,0
1006,하륜일만족발,0
1007,박지혜모던순대국 소머리국밥,0
1008,두건쓴형제,0
1009,콩뿌리 전주콩나물국밥,0
1010,오성족발,0
1011,신기한면,0
1012,아구찜 휘날리며,0
1013,화산곱,0
1014,국밥쟁이,0
1015,제이엠 수제햄 부대찌개,0
1016,나사리식당,0
1017,삼청동멸치국수,0
1018,88시장버거,0
1019,코브라독스,0
1020,존스버거,0
1021,버거15,0
1022,GTS BURGER,0
1023,지정환피자,0
1024,코코살사버거앤타코,0
1025,델리랩,0
1026,에그바른,0
1027,뉴욕버거,0
1028,벅스리아,0
1029,791버거트럭,0
1030,마녀돈앤파스타,0
1031,켈리토스트카페,0
1032,바게뜨양,0
1033,루이스버거,0
1034,퀴즈노스서브,0
1035,버거스올마이티,0
1036,왓더버거,0
1037,버거요,0
1038,바겟버거,0
1039,뉴욕보틀,0
1040,텐퍼센트스페셜티커피,0
1041,배달의카페,0
1042,카페야,0
1043,라오나카페,0
1044,아이캔커피,0
1045,날쌘카페,0
1046,카페투이,0
1047,꿀꿀이 생막창,0
1048,백년불고기,0
1049,담소 소사골 순대 육개장,0
1050,셰프의돈까스,0
1051,투고샐러드,0
1052,CAFE CANBUS,0
1053,테이큰커피,0
1054,우지커피,0
1055,핑거커피,0
1056,데일리에스프레소,0
1057,김준호의대단한커피,0
1058,OPPA COFFEE,0
1059,일커피,0
1060,나리꼬모,0
1061,벤티프레소,0
1062,티블랙,0
1063,플루800,0
1064,트러스트 스페셜티 커피,0
1065,하삼동커피,0
1066,부바스,0
1067,메가보틀,0
1068,토리스타특별한커피,0
1070,브라운돈까스,0
1071,월남쌈김상사,0
1072,삼삼구,0
1073,요거트월드,0
1074,샌드프레소,0
1075,행복한우동가게,0
1076,제육대가,0
1077,퍼스트플로어,0
1078,샐러드로우앤트라타,0
1079,부쳐스밀,0
1080,헌터스,0
1081,에이스크랩,0
1082,어묵나라,0
1083,쭈꾸미킹,0
1084,더돈까스,0
1085,팜킷,0
1086,칠프로칠백식당,0
1087,인근주민,0
1088,떼루와,0
1089,코샐,0
1090,강경불고기,0
1091,79네수육국밥,0
1092,카페온유,0
1093,천미리,0
1094,파란만잔,0
1095,카페희다,0
1096,쿠오레,0
1097,태그1 5커피,0
1098,온리비커피,0
1099,핸즈커피 ,0
1100,METCHA,0
1101,캔카페,0
1102,몬스터커피,0
1103,컴포즈커피,0
1104,유동커피,0
1105,커피명가,0
1106,카페다빈치,0
1107,또잇카페,0
1108,듀코비라운지,0
1109,주니아,0
1110,오니와플,0
1111,백금당,0
1112,더벤티,0
1113,심청아배고파,0
1114,기가막힌 곱창 막창,0
1115,겐돈소바,0
1116,킹프레소,0
1117,어벤더치커피,0
1118,디마노커피,0
1119,핵커피,0
1120,슈퍼사이즈커피,0
1121,욤카페,0
1122,딱이지,0
1123,오대륙통닭,0
1124,김수미의엄마손맛,0
1125,담락참치일잔,0
1126,싸움의고수,0
1127,태양부양꼬치,0
1128,행포케,0
1129,유온달포장,0
1130,더쿠네오리바베큐,0
1131,샤브렐라,0
1132,소코아,0
1133,트리굿커피,0
